aeg,hrl,laius,pikkus,asukoht_suund,nurk,suund1,suund2,snr,rx1_rssi,rx2_rssi
1777813908.02544,3984375,58.3740304,26.5544221,194.5,-78.4,116.1,92.9,52,-74.6,-84.5
1777813908.09986,1132812,58.3739974,26.5544215,180.5,-76.6,103.9,77.1,46.96,-76.9,-84.7
1777813908.16291,2109375,58.3739974,26.5544215,180.5,-68.2,112.3,68.7,49.21,-76.3,-86.5
1777813908.21354,1992188,58.3739974,26.5544215,180.5,-80.9,99.6,81.4,51.23,-73.7,-82.3
1777813908.21482,2578125,58.3739974,26.5544215,180.5,-74.2,106.3,74.7,49.01,-73.7,-84
1777813908.48871,1914062,58.3739974,26.5544215,180.5,-81.1,99.4,81.6,51.93,-73.7,-82
1777813908.53972,1523438,58.3739974,26.5544215,180.5,-66.3,114.2,66.8,44.46,-79.2,-89.4
1777813908.6546,4062500,58.3739974,26.5544215,180.5,-74.1,106.4,74.6,49.44,-74.9,-83.3
1777813908.69216,1054688,58.3739974,26.5544215,180.5,-75.5,105,76,54.75,-73.5,-82.3
1777813908.8757,820312,58.3739974,26.5544215,180.5,-67.7,112.8,68.2,51.03,-73.5,-84.7
1777813908.92738,1171875,58.3739974,26.5544215,180.5,-74.4,106.1,74.9,50.76,-73.6,-83.2
1777813908.97044,2148438,58.3739974,26.5544215,180.5,-64.7,115.8,65.2,48.77,-75.9,-86.9
1777813908.98112,1015625,58.3739974,26.5544215,180.5,-70.8,109.7,71.3,50.75,-73.4,-84.3
1777813909.01966,1484375,58.3739974,26.5544215,180.5,-78,102.5,78.5,50.55,-73.5,-82
1777813909.51746,1093750,58.3739597,26.5544317,171.9,-76.4,95.5,68.3,45.13,-77.3,-85.7
1777813909.65657,1054688,58.3739597,26.5544317,171.9,-81.5,90.4,73.4,49.61,-74.1,-82.8
1777813909.66685,976562,58.3739597,26.5544317,171.9,-90,81.9,81.9,49.71,-74,-81.5
1777813909.72977,4179688,58.3739597,26.5544317,171.9,-80.6,91.3,72.5,52.6,-74.4,-82.2
1777813909.74268,4101562,58.3739597,26.5544317,171.9,-75.4,96.5,67.3,49.51,-75.5,-83.6
1777813910.33946,2070312,58.3739188,26.5544456,169.9,-85.8,84.1,75.7,47.14,-77.3,-84.1
1777813910.81224,3125000,58.3739188,26.5544456,169.9,-79.8,90.1,69.7,49.21,-77.3,-83.4
1777813910.8156,3085938,58.3739188,26.5544456,169.9,-73.2,96.7,63.1,48.4,-77.3,-85
1777813911.54034,3828125,58.3738757,26.5544516,175.8,-64.4,111.4,60.2,48.44,-77.3,-84.8
1777813913.22353,1484375,58.3737918,26.5544385,186.4,-61.1,125.3,67.5,54.58,-78.6,-86.5
1777813913.39858,3085938,58.3737918,26.5544385,186.4,-60.6,125.8,67,45.89,-77.6,-85
1777813916.75934,4687500,58.3736578,26.5543997,192.4,-62.6,129.8,75,53.93,-77.4,-85.6
1777813916.80926,3984375,58.3736578,26.5543997,192.4,-62.9,129.5,75.3,45.67,-78,-85.9
1777813916.81385,2187500,58.3736578,26.5543997,192.4,-57.9,134.5,70.3,48.84,-78.1,-87.9
1777813917.61064,2148438,58.3736106,26.5543748,195.4,-64.4,131,79.8,52.28,-78.1,-84.9
1777813917.6132,2148438,58.3736106,26.5543748,195.4,-62.4,133,77.8,45.59,-78,-85.5
1777813917.82881,4570312,58.3736106,26.5543748,195.4,-61.5,133.9,76.9,54.11,-78.4,-86.8
1777813918.17707,1367188,58.3735579,26.5543493,194.2,-60.1,134.1,74.3,43.82,-78.9,-86.6
1777813918.39317,4101562,58.3735579,26.5543493,194.2,-57.6,136.6,71.8,50.74,-77.2,-85.2
1777813918.44444,3007812,58.3735579,26.5543493,194.2,-55,139.2,69.2,44.12,-79.1,-87.4
1777813919.6342,2929688,58.3735122,26.5543201,198.5,-49.6,148.9,68.1,44.29,-79.4,-88.9
1777813919.69797,1484375,58.3735122,26.5543201,198.5,-53.1,145.4,71.6,53.3,-79.1,-86.9
1777813920.18679,4179688,58.373463,26.554288,198.9,-51,147.9,69.9,45.99,-77.8,-86.2
1777813922.53214,4960938,58.3733659,26.5542514,186.9,-60.8,126.1,67.7,45.23,-78.4,-85.3
1777813922.57939,4531250,58.3733659,26.5542514,186.9,-53,133.9,59.9,42.7,-80.3,-90.5
1777813923.06346,4140625,58.3733142,26.5542299,192.3,-58.5,133.8,70.8,44.88,-79.4,-88.4
1777813924.16206,4140625,58.3732542,26.5542091,190.3,-52.5,137.8,62.8,45.39,-79.2,-90.1
1777813924.16465,3515625,58.3732542,26.5542091,190.3,-57.1,133.2,67.4,53.49,-79.4,-88.7
1777813924.74487,4765625,58.3732542,26.5542091,190.3,-52.2,138.1,62.5,46.16,-79.2,-89.5
1777813925.46252,3281250,58.3731915,26.5541943,187.1,-47.1,140,54.2,47.38,-78.8,-89.4
1777813925.94809,4140625,58.3731915,26.5541943,187.1,-54.3,132.8,61.4,45.24,-78,-85.7
1777813926.26344,2890625,58.3731309,26.554175,189.5,-48.5,141,58,44.05,-79.3,-89
1777813926.82063,4765625,58.3731309,26.554175,189.5,-54.6,134.9,64.1,43.3,-80.1,-88.4
1777813927.09149,2109375,58.3730597,26.5541576,187.3,-60.1,127.2,67.4,44.63,-80.1,-87
1777813936.27846,4882812,58.3726297,26.5538434,194.9,-36,158.9,50.9,43.74,-80.2,-85.9
1777813936.95026,4570312,58.3726297,26.5538434,194.9,-34.8,160.1,49.7,53.57,-79.4,-85.5
1777813936.98688,4492188,58.3726297,26.5538434,194.9,-39,155.9,53.9,44.97,-79.8,-83.2
1777813936.98844,2500000,58.3726297,26.5538434,194.9,-33.1,161.8,48,44.29,-79.8,-85.8
1777813938.45615,4609375,58.3725521,26.5538273,184,-34.3,149.7,38.3,51.98,-80.4,-86.6
1777813938.57113,4140625,58.3725521,26.5538273,184,-34.3,149.7,38.3,46.61,-80.2,-86
