aeg,hrl,laius,pikkus,asukoht_suund,nurk,suund1,suund2,snr,rx1_rssi,rx2_rssi
1777814052.69036,4648438,58.3754154,26.5529069,342.6,16.4,359,146.2,43.99,-80,-84.3
1777814052.7274,3828125,58.3754154,26.5529069,342.6,6.9,349.5,155.7,43.38,-79.5,-83.3
1777814052.80853,3945312,58.3754154,26.5529069,342.6,16.4,359,146.2,47.94,-76.2,-81.6
1777814053.03224,2148438,58.3754154,26.5529069,342.6,6.8,349.4,155.8,44.95,-79.1,-83
1777814053.10687,2070312,58.3754639,26.5528864,347.5,15.4,2.89999999999998,152.1,46.81,-76.3,-80.8
1777814053.13228,3671875,58.3754639,26.5528864,347.5,7.5,355,160,44.02,-79.6,-83.9
1777814053.23878,3125000,58.3754639,26.5528864,347.5,13.6,1.10000000000002,153.9,48.24,-75.9,-82
1777814053.24237,2500000,58.3754639,26.5528864,347.5,15,2.5,152.5,55.52,-78.4,-83.3
1777814053.41492,4257812,58.3754639,26.5528864,347.5,7.9,355.4,159.6,46.26,-78.4,-82.1
1777814053.60392,4492188,58.3754639,26.5528864,347.5,16.3,3.80000000000001,151.2,50.33,-73.5,-79.3
1777814053.75822,4453125,58.3754639,26.5528864,347.5,16.5,4,151,57.71,-74,-79
1777814053.77113,4062500,58.3754639,26.5528864,347.5,17,4.5,150.5,49.73,-74.3,-79
1777814053.79601,1054688,58.3754639,26.5528864,347.5,-90,257.5,257.5,51.92,-73.1,-78.8
1777814053.79773,1015625,58.3754639,26.5528864,347.5,17.2,4.69999999999999,150.3,53.97,-73.1,-78.9
1777814053.88601,3789062,58.3754639,26.5528864,347.5,-90,257.5,257.5,51.83,-73.2,-78.2
1777814053.88753,1054688,58.3754639,26.5528864,347.5,17.4,4.89999999999998,150.1,50.67,-73.2,-78.3
1777814053.88982,4023438,58.3754639,26.5528864,347.5,-90,257.5,257.5,49.38,-74.3,-80
1777814054.0808,1289062,58.3755089,26.5529059,12.8,17.5,30.3,175.3,51.31,-73.2,-78.7
1777814054.08322,3593750,58.3755089,26.5529059,12.8,-90,282.8,282.8,50.84,-73.2,-78.8
1777814054.42358,4296875,58.3755089,26.5529059,12.8,7.2,20,185.6,46.1,-80.5,-82.6
1777814054.48374,2031250,58.3755089,26.5529059,12.8,-90,282.8,282.8,48.19,-76.1,-79.5
1777814055.18815,3789062,58.3755619,26.5529359,16.5,16.4,32.9,180.1,41.99,-80.2,-80.4
1777814057.30871,4101562,58.3756891,26.5530185,17.4,-8.8,8.6,206.2,50.41,-80,-83.1
1777814057.31128,4296875,58.3756891,26.5530185,17.4,-9.7,7.7,207.1,42.4,-80.1,-82.9
1777814057.73607,4648438,58.3756891,26.5530185,17.4,-3.8,13.6,201.2,43.42,-79.4,-84.3
1777814061.38216,3164062,58.375953,26.5531818,25.7,-70.1,315.6,275.8,52.22,-80.4,-82
1777814061.78451,1093750,58.375953,26.5531818,25.7,-85.4,300.3,291.1,47.7,-77.6,-83.4
1777814062.04407,976562,58.3759949,26.5532254,28.6,-90,298.6,298.6,53.1,-73,-81.5
1777814062.47786,4179688,58.3759949,26.5532254,28.6,13.4,42,195.2,43.41,-80.1,-82
1777814063.07138,4335938,58.3760329,26.5532923,42.8,-47.3,355.5,270.1,43.77,-80.4,-80.1
1777814063.08422,4570312,58.3760329,26.5532923,42.8,-52.5,350.3,275.3,42.77,-80.9,-80.5
1777814063.50482,1953125,58.3760329,26.5532923,42.8,-90,312.8,312.8,50.3,-75.9,-84.6
1777814063.65571,1093750,58.3760329,26.5532923,42.8,12.4,55.2,210.4,48.8,-75.5,-86
1777814063.7317,898438,58.3760329,26.5532923,42.8,5.4,48.2,217.4,46.07,-77.3,-87.3
1777814063.74337,937500,58.3760329,26.5532923,42.8,5.3,48.1,217.5,54.17,-71.6,-82.6
1777814063.78511,4101562,58.3760329,26.5532923,42.8,-18,24.8,240.8,43.56,-80.2,-89.3
1777814063.90359,1015625,58.3760329,26.5532923,42.8,-7.4,35.4,230.2,54.16,-71.5,-82.3
1777814063.96534,859375,58.3760329,26.5532923,42.8,-12.6,30.2,235.4,53.14,-70.4,-80.9
1777814064.00299,937500,58.3760329,26.5532923,42.8,-17.6,25.2,240.4,52.75,-70.7,-79.9
1777814064.06363,976562,58.3760628,26.5533539,47.2,-22.6,24.6,249.8,54.33,-71.8,-80
1777814064.21785,1093750,58.3760628,26.5533539,47.2,-43.4,3.8,270.6,47.01,-77.5,-89.5
1777814064.2336,937500,58.3760628,26.5533539,47.2,-29.9,17.3,257.1,53.6,-70.2,-80.3
1777814064.25618,1015625,58.3760628,26.5533539,47.2,-41.7,5.5,268.9,52.43,-71.7,-78
1777814064.26921,937500,58.3760628,26.5533539,47.2,-27.5,19.7,254.7,51.99,-69.8,-80.9
1777814064.334,3632812,58.3760628,26.5533539,47.2,-61.3,345.9,288.5,56.72,-75.8,-87.8
1777814064.33529,976562,58.3760628,26.5533539,47.2,-61.2,346,288.4,51.35,-72.4,-84.4
1777814064.35809,859375,58.3760628,26.5533539,47.2,-38.4,8.8,265.6,56.98,-69.5,-80.6
1777814064.37097,1015625,58.3760628,26.5533539,47.2,-61.6,345.6,288.8,54.53,-71.3,-86.3
1777814064.38398,976562,58.3760628,26.5533539,47.2,-38.8,8.40000000000001,266,52.47,-70.6,-82.7
1777814064.38546,3632812,58.3760628,26.5533539,47.2,-40.3,6.90000000000001,267.5,58.66,-72.9,-85.2
1777814064.39915,859375,58.3760628,26.5533539,47.2,-66,341.2,293.2,52.96,-71.4,-86.3
1777814064.45353,898438,58.3760628,26.5533539,47.2,-55.5,351.7,282.7,50.76,-74.5,-82.7
1777814064.45606,820312,58.3760628,26.5533539,47.2,-41.8,5.40000000000001,269,55.27,-75.6,-84.4
1777814064.45734,937500,58.3760628,26.5533539,47.2,-38.3,8.90000000000001,265.5,48.8,-74.3,-85
1777814064.51721,898438,58.3760628,26.5533539,47.2,-59.6,347.6,286.8,56.75,-68.7,-77.4
1777814064.54291,937500,58.3760628,26.5533539,47.2,-70.4,336.8,297.6,53.33,-70.5,-88.6
1777814064.54605,898438,58.3760628,26.5533539,47.2,-90,317.2,317.2,53.64,-70.3,-84.9
1777814064.55815,898438,58.3760628,26.5533539,47.2,-55.5,351.7,282.7,53.83,-71,-81.2
1777814064.6078,898438,58.3760628,26.5533539,47.2,-90,317.2,317.2,53.22,-70.5,-87.7
1777814064.63202,898438,58.3760628,26.5533539,47.2,-57,350.2,284.2,54.36,-70.1,-90.4
1777814064.63414,937500,58.3760628,26.5533539,47.2,-75,332.2,302.2,54.83,-70.1,-87.3
1777814064.64767,937500,58.3760628,26.5533539,47.2,-90,317.2,317.2,50.69,-71.2,-88.5
1777814064.66014,937500,58.3760628,26.5533539,47.2,-90,317.2,317.2,56.16,-70,-85.7
1777814064.67015,937500,58.3760628,26.5533539,47.2,-46.8,0.400000000000006,274,51.75,-71.7,-85.6
1777814064.67163,937500,58.3760628,26.5533539,47.2,-39.1,8.1,266.3,48.36,-71.8,-85.4
1777814064.67407,976562,58.3760628,26.5533539,47.2,-52.8,354.4,280,49.36,-72,-84.8
1777814064.69596,937500,58.3760628,26.5533539,47.2,-90,317.2,317.2,53.38,-70,-89.5
1777814064.73411,820312,58.3760628,26.5533539,47.2,-56.9,350.3,284.1,56.91,-68.4,-81.3
1777814064.76112,898438,58.3760628,26.5533539,47.2,-90,317.2,317.2,53.95,-70.8,-90.1
1777814064.77334,937500,58.3760628,26.5533539,47.2,-61.4,345.8,288.6,53.09,-70.6,-91.9
1777814064.84158,859375,58.3760628,26.5533539,47.2,-54.7,352.5,281.9,52.51,-69.3,-84.3
1777814064.86739,859375,58.3760628,26.5533539,47.2,-64,343.2,291.2,54.81,-68.7,-82.6
1777814064.96837,898438,58.3760628,26.5533539,47.2,-71.2,336,298.4,56.3,-68.5,-82.7
1777814064.99156,859375,58.3760628,26.5533539,47.2,-63.5,343.7,290.7,52.91,-69.5,-85.2
1777814065.00468,898438,58.3760628,26.5533539,47.2,-82.3,324.9,309.5,57.68,-68.2,-82.5
1777814065.00615,859375,58.3760628,26.5533539,47.2,-90,317.2,317.2,55.69,-68.3,-81.9
1777814065.09342,859375,58.3760832,26.5534257,61.6,-78.7,342.9,320.3,54.21,-68.1,-84.4
1777814065.10633,1015625,58.3760832,26.5534257,61.6,-90,331.6,331.6,56.6,-69.3,-85.6
1777814065.27486,937500,58.3760832,26.5534257,61.6,6.5,68.1,235.1,48.37,-73.9,-91.2
1777814065.28677,859375,58.3760832,26.5534257,61.6,-90,331.6,331.6,54.62,-69.7,-94.6
1777814065.32358,976562,58.3760832,26.5534257,61.6,-76.1,345.5,317.7,56.54,-69.9,-90.4
1777814065.32484,937500,58.3760832,26.5534257,61.6,-90,331.6,331.6,54.45,-69.9,-91.5
1777814065.36233,898438,58.3760832,26.5534257,61.6,-51.6,10,293.2,52.71,-70.6,-90.2
1777814065.3646,898438,58.3760832,26.5534257,61.6,-90,331.6,331.6,56.33,-70.7,-91.4
1777814065.42622,859375,58.3760832,26.5534257,61.6,-46.9,14.7,288.5,54.55,-70.2,-100.4
1777814065.42748,1054688,58.3760832,26.5534257,61.6,-55,6.6,296.6,54.28,-70.2,-99.5
1777814065.45791,937500,58.3760832,26.5534257,61.6,-90,331.6,331.6,55.34,-68.4,-89.5
1777814065.63401,898438,58.3760832,26.5534257,61.6,0.2,61.8,241.4,52.66,-71.3,-101.1
1777814065.63533,976562,58.3760832,26.5534257,61.6,-90,331.6,331.6,52.73,-71.3,-101.2
1777814065.63658,820312,58.3760832,26.5534257,61.6,-0.6,61,242.2,52.83,-71.3,-101.5
1777814065.64576,898438,58.3760832,26.5534257,61.6,-90,331.6,331.6,55.32,-68.5,-92.8
1777814065.65891,898438,58.3760832,26.5534257,61.6,-46.2,15.4,287.8,54,-69.9,-92.4
1777814065.66034,1015625,58.3760832,26.5534257,61.6,-51.5,10.1,293.1,56.84,-69.9,-100.1
1777814065.66166,937500,58.3760832,26.5534257,61.6,-90,331.6,331.6,53.95,-69.9,-101.5
1777814065.81528,898438,58.3760832,26.5534257,61.6,-90,331.6,331.6,59.41,-68.9,-90.9
1777814065.83848,898438,58.3760832,26.5534257,61.6,-90,331.6,331.6,53.8,-69.8,-91.6
1777814065.8525,937500,58.3760832,26.5534257,61.6,-33.1,28.5,274.7,47.97,-73.2,-98
1777814065.8548,937500,58.3760832,26.5534257,61.6,-90,331.6,331.6,49.92,-73.2,-100
1777814065.877,937500,58.3760832,26.5534257,61.6,-35.3,26.3,276.9,51.71,-70.6,-100.8
1777814065.88083,898438,58.3760832,26.5534257,61.6,-42.1,19.5,283.7,50.93,-70.6,-101
1777814065.90512,1054688,58.3760832,26.5534257,61.6,-2.5,59.1,244.1,53.14,-72.3,-101.8
1777814065.93131,937500,58.3760832,26.5534257,61.6,-25.5,36.1,267.1,51.25,-71.2,-100.8
1777814065.93308,937500,58.3760832,26.5534257,61.6,-34.7,26.9,276.3,52.2,-71.2,-101
1777814065.95932,937500,58.3760832,26.5534257,61.6,-90,331.6,331.6,57.17,-67.7,-95.3
1777814066.01298,898438,58.3760832,26.5534257,61.6,-38.6,23,280.2,52.76,-70.4,-95.7
1777814066.07883,3554688,58.3760901,26.5535124,81.4,-90,351.4,351.4,56.1,-66.7,-86.6
1777814066.0932,1601562,58.3760901,26.5535124,81.4,-90,351.4,351.4,61.47,-69.6,-88.3
1777814066.11654,937500,58.3760901,26.5535124,81.4,-90,351.4,351.4,55.46,-66.5,-91.8
1777814066.13019,976562,58.3760901,26.5535124,81.4,-53.7,27.7,315.1,51.27,-69.7,-93.4
1777814066.13195,937500,58.3760901,26.5535124,81.4,-46,35.4,307.4,54.36,-69.7,-92.2
1777814066.14508,3632812,58.3760901,26.5535124,81.4,-0.8,80.6,262.2,43.11,-76.2,-96.8
1777814066.15682,1054688,58.3760901,26.5535124,81.4,-90,351.4,351.4,57.84,-66.5,-92.9
1777814066.17002,3593750,58.3760901,26.5535124,81.4,-2.2,79.2,263.6,41.35,-76.3,-97.5
1777814066.1964,1132812,58.3760901,26.5535124,81.4,-52,29.4,313.4,52.45,-70.5,-93.5
1777814066.23707,898438,58.3760901,26.5535124,81.4,-90,351.4,351.4,55.79,-66.6,-93.8
1777814066.26732,3632812,58.3760901,26.5535124,81.4,-3.7,77.7,265.1,40.87,-78.7,-87.3
1777814066.28812,1054688,58.3760901,26.5535124,81.4,-39.4,42,300.8,53.09,-69.2,-92.9
1777814066.31441,937500,58.3760901,26.5535124,81.4,-51.2,30.2,312.6,54.03,-69.8,-93.5
1777814066.31738,1015625,58.3760901,26.5535124,81.4,-80.8,0.600000000000009,342.2,52.83,-69.9,-93.4
1777814066.31885,937500,58.3760901,26.5535124,81.4,-57.9,23.5,319.3,54.03,-69.8,-93.4
1777814066.36818,937500,58.3760901,26.5535124,81.4,-38.8,42.6,300.2,52.52,-69.2,-90.9
1777814066.38011,937500,58.3760901,26.5535124,81.4,3.6,85,257.8,52.69,-67.7,-90
1777814066.38181,820312,58.3760901,26.5535124,81.4,-90,351.4,351.4,53.22,-67.6,-94.2
1777814066.39492,937500,58.3760901,26.5535124,81.4,-90,351.4,351.4,58.32,-67.6,-89.9
1777814066.4195,937500,58.3760901,26.5535124,81.4,-90,351.4,351.4,52.08,-66.1,-99.3
1777814066.42309,937500,58.3760901,26.5535124,81.4,-90,351.4,351.4,58.88,-65.8,-93.4
1777814066.48286,3671875,58.3760901,26.5535124,81.4,-90,351.4,351.4,43.58,-65.5,-92.9
1777814066.58513,3984375,58.3760901,26.5535124,81.4,-49.5,31.9,310.9,51.63,-70.9,-90.4
1777814066.62404,859375,58.3760901,26.5535124,81.4,-90,351.4,351.4,55.17,-64.8,-99.2
1777814066.62552,898438,58.3760901,26.5535124,81.4,-69,12.4,330.4,57.39,-64.8,-99.1
1777814066.62724,976562,58.3760901,26.5535124,81.4,-53.7,27.7,315.1,55.91,-64.9,-87.1
1777814066.63709,1054688,58.3760901,26.5535124,81.4,-62.5,18.9,323.9,52.87,-65.1,-95.3
1777814066.63856,1093750,58.3760901,26.5535124,81.4,-56.4,25,317.8,55.09,-65.1,-95
1777814066.65284,859375,58.3760901,26.5535124,81.4,-90,351.4,351.4,54.86,-69.3,-97
1777814066.66456,1015625,58.3760901,26.5535124,81.4,-57.4,24,318.8,54.12,-71.5,-94.4
1777814066.78201,937500,58.3760901,26.5535124,81.4,-43.4,38,304.8,57.07,-65.2,-94.7
1777814066.78404,898438,58.3760901,26.5535124,81.4,-49.5,31.9,310.9,58.33,-65.2,-94.9
1777814066.7956,1015625,58.3760901,26.5535124,81.4,-62.8,18.6,324.2,56.08,-69.2,-92.1
1777814066.8093,2382812,58.3760901,26.5535124,81.4,-90,351.4,351.4,55.12,-66,-94.4
1777814066.81283,1250000,58.3760901,26.5535124,81.4,-90,351.4,351.4,61.71,-66.1,-94.9
1777814066.86194,976562,58.3760901,26.5535124,81.4,-55.7,25.7,317.1,52.03,-64.3,-93.5
1777814066.87534,937500,58.3760901,26.5535124,81.4,-73.9,7.5,335.3,56.3,-69.4,-90.8
1777814066.87787,1601562,58.3760901,26.5535124,81.4,-60,21.4,321.4,53.14,-69.4,-90.6
1777814066.88979,1132812,58.3760901,26.5535124,81.4,-49.3,32.1,310.7,47.32,-64.4,-92.9
1777814066.95167,898438,58.3760901,26.5535124,81.4,-52.3,29.1,313.7,57.3,-65,-95
1777814066.99109,859375,58.3760901,26.5535124,81.4,-54.7,26.7,316.1,51.07,-64.6,-92.6
1777814067.02584,3906250,58.3760901,26.5535124,81.4,-68.7,12.7,330.1,55.52,-68.7,-91.8
1777814067.0408,2421875,58.3760773,26.5535924,106.9,-63.4,43.5,350.3,53.08,-69.2,-91.8
1777814067.04209,2695312,58.3760773,26.5535924,106.9,-73.7,33.2,0.599999999999966,51.72,-69.2,-91.5
