aeg,hrl,laius,pikkus,asukoht_suund,nurk,suund1,suund2,snr,rx1_rssi,rx2_rssi
1777812678.10464,2343750,58.3750013,26.5511394,90.6,-53.9,306.7,234.5,43.64,-79,-92
1777812678.18252,4960938,58.3750013,26.5511394,90.6,-55,305.6,235.6,48.8,-77.6,-89.4
1777812678.53485,2187500,58.3750013,26.5511394,90.6,-36.8,323.8,217.4,44.58,-80.1,-88.2
1777812679.06825,4101562,58.3750008,26.5512034,90.8,-47.8,313,228.6,44.15,-80,-93.2
1777812679.18416,1210938,58.3750008,26.5512034,90.8,-42.2,318.6,223,45.74,-79.3,-86.8
1777812679.31034,4140625,58.3750008,26.5512034,90.8,-50.1,310.7,230.9,46.63,-78.3,-90.6
1777812679.67122,3203125,58.3750008,26.5512034,90.8,-44.9,315.9,225.7,46.15,-79.1,-91.8
1777812680.71375,3945312,58.3750033,26.5512569,84.9,-42,312.9,216.9,51.19,-76.6,-86.8
1777812680.78343,4414062,58.3750033,26.5512569,84.9,-41.7,313.2,216.6,43.77,-80.4,-93
1777812680.83425,4062500,58.3750033,26.5512569,84.9,-42,312.9,216.9,50.26,-76.7,-87.3
1777812680.88312,1171875,58.3750033,26.5512569,84.9,-43,311.9,217.9,44.75,-78.4,-87.7
1777812681.02086,3046875,58.3750033,26.5512569,84.9,-43.9,311,218.8,52.11,-73.5,-84.3
1777812681.04977,4453125,58.3750085,26.5512972,76.1,-47.4,298.7,213.5,45.99,-78.9,-88
1777812681.42404,2070312,58.3750085,26.5512972,76.1,-40,306.1,206.1,48.62,-77.2,-87.6
1777812681.5131,2226562,58.3750085,26.5512972,76.1,-49.7,296.4,215.8,46.61,-79.7,-87.9
1777812681.60057,3085938,58.3750085,26.5512972,76.1,-38.7,307.4,204.8,47.51,-76.6,-87.1
1777812681.66443,3515625,58.3750085,26.5512972,76.1,-46,300.1,212.1,44.12,-80.7,-90.7
1777812681.72798,3867188,58.3750085,26.5512972,76.1,-44.8,301.3,210.9,48.96,-73.3,-83.3
1777812681.84657,3164062,58.3750085,26.5512972,76.1,-49,297.1,215.1,46.72,-79.1,-87.4
1777812681.8879,3007812,58.3750085,26.5512972,76.1,-39.2,306.9,205.3,47.47,-76.6,-87
1777812681.94959,2617188,58.3750085,26.5512972,76.1,-45.9,300.2,212,45.16,-80.3,-94.5
1777812682.07377,3281250,58.3750157,26.551326,64.8,-38.5,296.3,193.3,49.45,-77.8,-88
1777812682.18667,4140625,58.3750157,26.551326,64.8,-46.6,288.2,201.4,45.6,-78.6,-92.7
1777812682.62758,3789062,58.3750157,26.551326,64.8,-38.6,296.2,193.4,51.17,-78.1,-88.6
1777812682.67928,3984375,58.3750157,26.551326,64.8,-49.4,285.4,204.2,44.05,-78.9,-88.5
1777812682.9375,2343750,58.3750157,26.551326,64.8,-41.6,293.2,196.4,45.92,-78.8,-87.7
1777812683.40596,4804688,58.3750231,26.551351,60.4,-49,281.4,199.4,46.37,-80.8,-92.9
1777812684.49182,3789062,58.3750298,26.5513822,67.7,-43.8,293.9,201.5,48.34,-78.2,-87.7
1777812684.84069,1523438,58.3750298,26.5513822,67.7,-49,288.7,206.7,45.6,-79.3,-90.9
1777812684.86352,3320312,58.3750298,26.5513822,67.7,-44.7,293,202.4,50.68,-73.9,-84.8
1777812684.86607,3398438,58.3750298,26.5513822,67.7,-45.1,292.6,202.8,58.4,-74.1,-84.5
1777812684.90282,3125000,58.3750298,26.5513822,67.7,-49.3,288.4,207,45.69,-80.9,-92.5
1777812684.9519,1054688,58.3750298,26.5513822,67.7,-42.8,294.9,200.5,45.94,-76,-86.9
1777812684.96489,1523438,58.3750298,26.5513822,67.7,-44.8,292.9,202.5,52.36,-74.3,-84.4
1777812685.08056,4062500,58.3750323,26.5514197,82.8,-47.6,305.2,220.4,46.81,-76.8,-89
1777812685.51086,4179688,58.3750323,26.5514197,82.8,-41.1,311.7,213.9,47.59,-75.8,-87.6
1777812685.72678,3281250,58.3750323,26.5514197,82.8,-42.3,310.5,215.1,52.88,-74.1,-85.5
1777812685.73825,2187500,58.3750323,26.5514197,82.8,-47.4,305.4,220.2,45.37,-78.6,-88.9
1777812685.81931,2031250,58.3750323,26.5514197,82.8,-41.8,311,214.6,48.05,-75.6,-87.2
1777812685.84644,1289062,58.3750323,26.5514197,82.8,-48.2,304.6,221,44.43,-78.5,-89.1
1777812685.95383,2968750,58.3750323,26.5514197,82.8,-40.8,312,213.6,50.68,-75.8,-87.3
1777812686.27031,2890625,58.3750312,26.5514606,92.8,-46.8,316,229.6,49.45,-73.4,-84.5
1777812686.41545,4492188,58.3750312,26.5514606,92.8,-44.4,318.4,227.2,56.1,-77.2,-89.6
1777812686.45043,1132812,58.3750312,26.5514606,92.8,-42.5,320.3,225.3,45.12,-79.4,-89.8
1777812686.60162,4101562,58.3750312,26.5514606,92.8,-43,319.8,225.8,50.31,-75.4,-86.4
1777812687.52187,4335938,58.3750298,26.5515071,93.3,-45,318.3,228.3,44.3,-80,-90.1
1777812687.65923,3281250,58.3750298,26.5515071,93.3,-38.6,324.7,221.9,46.93,-78.6,-90.2
1777812688.26737,2382812,58.3750299,26.5515592,89.8,-43.9,315.9,223.7,47,-79.8,-89.9
1777812689.16733,4804688,58.3750308,26.5516144,88.2,-36.5,321.7,214.7,44.11,-80.5,-92.5
1777812690.19114,4960938,58.3750338,26.5516667,83.9,-35.8,318.1,209.7,53.85,-76.4,-88
1777812690.2559,3085938,58.3750338,26.5516667,83.9,-35.3,318.6,209.2,46.69,-76.8,-88
1777812690.44742,4257812,58.3750338,26.5516667,83.9,-30.1,323.8,204,45.01,-80.4,-93.2
1777812691.27554,3906250,58.3750401,26.5517179,76.8,-35.2,311.6,202,49.16,-77.4,-88.7
1777812691.88293,4531250,58.3750401,26.5517179,76.8,-26.4,320.4,193.2,49.04,-79.2,-91.6
1777812692.05116,3828125,58.3750492,26.5517713,72,-26.1,315.9,188.1,43.69,-80.2,-93
1777812692.14313,2851562,58.3750492,26.5517713,72,-33.3,308.7,195.3,44.71,-79.7,-90.1
1777812698.01128,3398438,58.3751168,26.5521705,78.9,-14.1,334.8,183,45.56,-79.3,-91.1
1777812698.01279,4023438,58.3751168,26.5521705,78.9,-30.4,318.5,199.3,45.36,-76.5,-84.8
1777812698.0252,2187500,58.3751168,26.5521705,78.9,-12.5,336.4,181.4,48.05,-80.1,-92.7
1777812698.13509,5000000,58.3751386,26.5522648,66.2,-28.3,307.9,184.5,43.44,-80.4,-86.8
1777812699.05447,4453125,58.3751642,26.5523651,64.1,-4.8,329.3,158.9,43.62,-80,-91.9
1777812707.49404,5000000,58.3753559,26.5529949,53.7,9.4,333.1,134.3,46.66,-79.3,-86.1
1777812710.47055,4765625,58.3753814,26.5531624,84.6,9.2,3.79999999999999,165.4,52.62,-74.2,-85.6
1777812710.89943,1015625,58.3753814,26.5531624,84.6,6.6,1.19999999999999,168,47.01,-76.1,-87.7
1777812710.91068,4687500,58.3753814,26.5531624,84.6,6.8,1.39999999999999,167.8,56.73,-75,-85.9
1777812710.9119,1054688,58.3753814,26.5531624,84.6,6.4,0.999999999999995,168.2,50.07,-73.9,-84.9
1777812711.33717,4609375,58.3753793,26.5532165,94.2,-90,274.2,274.2,44.82,-81,-91
1777812711.35087,976562,58.3753793,26.5532165,94.2,6.5,10.7,177.7,45.4,-77.8,-89.7
1777812711.41706,4648438,58.3753793,26.5532165,94.2,-90,274.2,274.2,44.66,-80.4,-89
1777812711.45529,820312,58.3753793,26.5532165,94.2,6.7,10.9,177.5,52.65,-73.3,-85.7
1777812712.40674,937500,58.3753749,26.5532709,98.8,10.3,19.1,178.5,46.13,-76.9,-87.2
1777812712.41722,937500,58.3753749,26.5532709,98.8,8.6,17.4,180.2,52.98,-71.8,-82.9
1777812712.98195,937500,58.3753749,26.5532709,98.8,6.7,15.5,182.1,44.56,-78.7,-89.1
1777812713.00747,937500,58.3753749,26.5532709,98.8,6.5,15.3,182.3,52.28,-73.1,-83.6
1777812713.23518,4960938,58.3753567,26.5533252,122.6,17.3,49.9,195.3,43.13,-80.3,-92.3
1777812713.25088,898438,58.3753567,26.5533252,122.6,6.3,38.9,206.3,52.97,-71.6,-84
1777812713.37635,4257812,58.3753567,26.5533252,122.6,17.5,50.1,195.1,43.39,-80.3,-92.3
1777812713.41832,937500,58.3753567,26.5533252,122.6,7.7,40.3,204.9,52.32,-70.3,-82.8
1777812713.81142,5000000,58.3753567,26.5533252,122.6,14.9,47.5,197.7,51.81,-72.3,-83.2
1777812713.81275,4765625,58.3753567,26.5533252,122.6,7.6,40.2,205,52.67,-72.3,-83.2
1777812713.84772,2109375,58.3753567,26.5533252,122.6,9.3,41.9,203.3,47.37,-76.8,-85.1
1777812713.88645,898438,58.3753567,26.5533252,122.6,11,43.6,201.6,52.49,-72.8,-82.5
1777812714.22477,937500,58.375338,26.5533691,129.1,10.7,49.8,208.4,46.61,-76.5,-88
1777812714.30039,4140625,58.375338,26.5533691,129.1,17.1,56.2,202,44.85,-78,-90.7
1777812714.33681,976562,58.375338,26.5533691,129.1,9.3,48.4,209.8,49.32,-73,-83.8
1777812714.61211,937500,58.375338,26.5533691,129.1,10.1,49.2,209,55.24,-70.5,-81.6
1777812714.64952,937500,58.375338,26.5533691,129.1,10.5,49.6,208.6,49.65,-73.4,-84.5
1777812714.66088,898438,58.375338,26.5533691,129.1,10.5,49.6,208.6,55.28,-70.6,-81.6
1777812714.7783,937500,58.375338,26.5533691,129.1,11.3,50.4,207.8,49.89,-72.7,-83.2
1777812714.86827,976562,58.375338,26.5533691,129.1,10.9,50,208.2,55.2,-72,-82.6
1777812714.9059,4882812,58.375338,26.5533691,129.1,16.7,55.8,202.4,50.41,-76.7,-89.6
1777812715.14155,898438,58.3753136,26.5534011,145.4,10.9,66.3,224.5,54.41,-70.5,-81
1777812715.20438,898438,58.3753136,26.5534011,145.4,11.7,67.1,223.7,49.32,-74.3,-84.3
1777812715.29309,898438,58.3753136,26.5534011,145.4,10.3,65.7,225.1,54.94,-71.3,-81.7
1777812715.47938,1093750,58.3753136,26.5534011,145.4,10.4,65.8,225,48.86,-75.2,-85.7
1777812715.51522,2226562,58.3753136,26.5534011,145.4,16.7,72.1,218.7,46.58,-79.8,-92.2
1777812715.61691,2851562,58.3753136,26.5534011,145.4,10.7,66.1,224.7,53.2,-70.1,-81.4
1777812715.71876,898438,58.3753136,26.5534011,145.4,11,66.4,224.4,58.47,-74.4,-84.7
1777812715.85978,976562,58.3753136,26.5534011,145.4,11.3,66.7,224.1,48.3,-77.6,-88.8
1777812715.88491,937500,58.3753136,26.5534011,145.4,10.9,66.3,224.5,52.12,-71.6,-83.6
1777812716.11191,4257812,58.3752858,26.5534302,151.2,-90,331.2,331.2,45.03,-80.1,-92.6
1777812716.13624,5000000,58.3752858,26.5534302,151.2,8.7,69.9,232.5,52.52,-74.9,-86.2
1777812716.20291,3046875,58.3752858,26.5534302,151.2,9.1,70.3,232.1,47.14,-76.2,-86.8
1777812716.34037,4921875,58.3752858,26.5534302,151.2,16.4,77.6,224.8,48.96,-78.7,-91.5
1777812716.35189,4492188,58.3752858,26.5534302,151.2,16.8,78,224.4,42.98,-79,-91.8
1777812716.48745,3085938,58.3752858,26.5534302,151.2,8.4,69.6,232.8,46.36,-76.6,-87.8
1777812717.18729,4414062,58.3752522,26.5534565,157.7,15.6,83.3,232.1,46.46,-79.3,-91.9
1777812717.21852,4062500,58.3752522,26.5534565,157.7,9.1,76.8,238.6,47.71,-77,-88.4
1777812717.27786,3164062,58.3752522,26.5534565,157.7,15.9,83.6,231.8,44.66,-79.3,-90.8
1777812717.66441,3125000,58.3752522,26.5534565,157.7,8.7,76.4,239,46.58,-77.1,-88
1777812719.0013,4179688,58.3752151,26.5534852,158,17.2,85.2,230.8,43.62,-80.8,-93.3
1777812719.07599,3203125,58.3751778,26.5535245,151.1,9.4,70.5,231.7,44.19,-78.7,-90.6
1777812719.24121,4765625,58.3751778,26.5535245,151.1,17.1,78.2,224,44.65,-79.9,-91.5
1777812719.36827,3203125,58.3751778,26.5535245,151.1,8.1,69.2,233,46.09,-79.4,-90.5
1777812720.55487,3085938,58.3751439,26.553578,140.4,10.2,60.6,220.2,51.72,-76.1,-86.3
1777812720.55721,3085938,58.3751439,26.553578,140.4,10.8,61.2,219.6,46.52,-76.1,-86.1
1777812721.09368,1132812,58.3751179,26.553664,119.9,9.6,39.5,200.3,52.37,-73.8,-84.1
1777812721.87518,2343750,58.3751179,26.553664,119.9,14.1,44,195.8,44.03,-79.4,-90.4
1777812721.90147,5000000,58.3751179,26.553664,119.9,10.2,40.1,199.7,50.58,-74.5,-85.2
1777812722.0266,4218750,58.3751179,26.553664,119.9,14,43.9,195.9,43.48,-80.4,-91.5
1777812722.06311,2968750,58.3751008,26.5537289,116.6,10.7,37.3,195.9,49.04,-73.8,-84.5
1777812722.95336,4882812,58.3751008,26.5537289,116.6,14,40.6,192.6,45.15,-80.4,-91.2
1777812723.79502,3398438,58.37508,26.5538066,117.1,7.5,34.6,199.6,51.76,-73.7,-82.9
1777812723.93355,1015625,58.37508,26.5538066,117.1,5.8,32.9,201.3,44.23,-79.4,-88.6
1777812723.94632,4765625,58.37508,26.5538066,117.1,5.4,32.5,201.7,50.07,-73.9,-83.9
1777812723.9861,1718750,58.37508,26.5538066,117.1,5.3,32.4,201.8,58.3,-73.9,-84.6
1777812723.9874,1054688,58.37508,26.5538066,117.1,6.3,33.4,200.8,50.43,-73.4,-84.1
1777812724.28899,4179688,58.3750625,26.5538903,111.7,13.7,35.4,188,45.4,-77.6,-89.1
1777812724.31429,937500,58.3750625,26.5538903,111.7,8.3,30,193.4,50.14,-73.6,-83.8
1777812724.51705,937500,58.3750625,26.5538903,111.7,8.1,29.8,193.6,44.8,-78.9,-89.7
1777812724.53996,1015625,58.3750625,26.5538903,111.7,8.2,29.9,193.5,51.53,-73.1,-82.7
1777812724.75773,2343750,58.3750625,26.5538903,111.7,13,34.7,188.7,44.86,-78.6,-90.4
1777812724.78461,1132812,58.3750625,26.5538903,111.7,8.8,30.5,192.9,50.24,-73.8,-83.6
1777812724.78977,4609375,58.3750625,26.5538903,111.7,8.9,30.6,192.8,57.06,-75.9,-85.7
1777812724.84989,3046875,58.3750625,26.5538903,111.7,7.7,29.4,194,50.2,-75.6,-83.7
1777812724.90034,2656250,58.3750625,26.5538903,111.7,13.6,35.3,188.1,43.65,-78.9,-90.8
1777812724.96446,2617188,58.3750625,26.5538903,111.7,7.3,29,194.4,49.97,-72.3,-83.5
1777812724.96681,2773438,58.3750625,26.5538903,111.7,14.7,36.4,187,51.12,-72.4,-82.6
1777812725.31622,1132812,58.3750458,26.5539732,111,7.4,28.4,193.6,46.36,-76.5,-85.9
1777812725.32997,4570312,58.3750458,26.5539732,111,7.2,28.2,193.8,54.02,-78.8,-88.3
1777812725.3414,4921875,58.3750458,26.5539732,111,8.2,29.2,192.8,55.83,-70.9,-81.6
1777812725.34492,4921875,58.3750458,26.5539732,111,8.1,29.1,192.9,50.27,-71,-80.6
1777812725.37937,1992188,58.3750458,26.5539732,111,8.8,29.8,192.2,49.39,-76.5,-84.4
1777812725.75207,2109375,58.3750458,26.5539732,111,13.9,34.9,187.1,45.98,-77,-87.9
1777812725.86918,4062500,58.3750458,26.5539732,111,7.3,28.3,193.7,47.18,-76,-83.4
1777812725.93072,3125000,58.3750458,26.5539732,111,12.5,33.5,188.5,46.58,-76.8,-87.4
1777812726.18512,2109375,58.3750258,26.5540561,114.7,7.3,32,197.4,47.85,-77.3,-85.8
1777812726.27338,2382812,58.3750258,26.5540561,114.7,12.3,37,192.4,43.85,-79.5,-90.3
1777812726.3102,3046875,58.3750258,26.5540561,114.7,7.1,31.8,197.6,47.37,-77.6,-84.8
1777812726.40084,4726562,58.3750258,26.5540561,114.7,7.3,32,197.4,53.08,-75.6,-84
1777812726.73712,1093750,58.3750258,26.5540561,114.7,8,32.7,196.7,46.69,-78.2,-84.7
1777812727.84661,2968750,58.3750079,26.5541279,115.5,11.4,36.9,194.1,49.96,-72.5,-80.7
1777812727.88574,3906250,58.3750079,26.5541279,115.5,13.7,39.2,191.8,46.63,-78.8,-88.3
1777812728.30146,4453125,58.3749955,26.5541847,112.5,11.2,33.7,191.3,51.95,-73.9,-80.7
1777812728.62925,4921875,58.3749955,26.5541847,112.5,13.3,35.8,189.2,45.86,-80.6,-89.6
1777812728.74903,3867188,58.3749955,26.5541847,112.5,11.2,33.7,191.3,52.4,-74.8,-81.1
1777812728.81547,3203125,58.3749955,26.5541847,112.5,13.2,35.7,189.3,44.84,-77.9,-87.4
1777812728.82955,976562,58.3749955,26.5541847,112.5,10.7,33.2,191.8,51.18,-73.6,-80.5
1777812729.18672,1093750,58.3749799,26.554226,125.8,11.7,47.5,204.1,57.87,-73.8,-80.8
1777812729.18943,1015625,58.3749799,26.554226,125.8,11.6,47.4,204.2,49.9,-72.8,-80.2
1777812729.84227,3398438,58.3749799,26.554226,125.8,9.2,45,206.6,55.47,-76.7,-83.6
1777812729.84531,4101562,58.3749799,26.554226,125.8,9.6,45.4,206.2,48.34,-75.5,-82.5
1777812730.76792,4335938,58.3749527,26.5542467,158.3,12.8,81.1,235.5,42.3,-79.8,-88
1777812730.76966,4335938,58.3749527,26.5542467,158.3,13.2,81.5,235.1,47.62,-79.7,-88
1777812730.98767,3281250,58.3749527,26.5542467,158.3,9.8,78.1,238.5,50.01,-74.2,-81.6
1777812731.09106,4648438,58.3749382,26.5542595,155.2,8.7,73.9,236.5,56.79,-76.9,-83.9
1777812731.10272,4921875,58.3749382,26.5542595,155.2,9.4,74.6,235.8,50.73,-72.7,-80.2
1777812731.50996,3984375,58.3749382,26.5542595,155.2,13.1,78.3,232.1,43.37,-80.8,-89.1
1777812731.52353,4453125,58.3749382,26.5542595,155.2,8,73.2,237.2,44.19,-80.1,-86.8
1777812731.59845,4570312,58.3749382,26.5542595,155.2,13.4,78.6,231.8,44.75,-80.4,-86.7
1777812731.63665,4023438,58.3749382,26.5542595,155.2,8.7,73.9,236.5,50.95,-75.8,-82.8
1777812731.95048,2226562,58.3749382,26.5542595,155.2,7.9,73.1,237.3,45.86,-77,-84
1777812731.96565,1171875,58.3749382,26.5542595,155.2,9.3,74.5,235.9,51.67,-73.7,-80.9
1777812732.07982,3085938,58.3749301,26.5542638,164.6,8.2,82.8,246.4,46.37,-76.4,-83.6
1777812732.60695,3593750,58.3749301,26.5542638,164.6,9.4,84,245.2,55.7,-75.9,-83.3
1777812732.73014,4023438,58.3749301,26.5542638,164.6,8.3,82.9,246.3,46.25,-76.2,-83.3
1777812732.91692,2773438,58.3749301,26.5542638,164.6,9.9,84.5,244.7,57.88,-73.4,-81
1777812732.94022,4296875,58.3749301,26.5542638,164.6,12.8,87.4,241.8,44.71,-80,-88.3
1777812733.49282,3085938,58.3749276,26.5542612,164.6,8.9,83.5,245.7,50.28,-77.1,-83.9
1777812733.65417,4375000,58.3749276,26.5542612,164.6,14.5,89.1,240.1,44.34,-79.5,-88
1777812733.77986,3046875,58.3749276,26.5542612,164.6,8.7,83.3,245.9,48.31,-77,-84.1
1777812734.48106,4492188,58.3749285,26.554261,164.6,14.1,88.7,240.5,47.02,-80.2,-88.3
1777812734.51777,4062500,58.3749285,26.554261,164.6,9,83.6,245.6,48.75,-76.5,-83.3
1777812735.80826,2734375,58.3749344,26.5542617,164.6,9.7,84.3,244.9,58.26,-73.7,-80.8
1777812735.81085,2890625,58.3749344,26.5542617,164.6,9.8,84.4,244.8,51.17,-72.6,-79.8
1777812736.84536,2226562,58.3749439,26.5542609,353.8,8.1,271.9,75.7,45.14,-78.3,-85.7
1777812736.95057,3632812,58.3749439,26.5542609,353.8,9.5,273.3,74.3,52.65,-73.8,-82.1
1777812737.28219,3789062,58.3749551,26.5542583,353.1,12.5,275.6,70.6,42.79,-81.2,-89.2
1777812737.39338,4062500,58.3749551,26.5542583,353.1,8.6,271.7,74.5,48.15,-75.8,-83.4
1777812737.56155,2578125,58.3749551,26.5542583,353.1,9.7,272.8,73.4,53.45,-73.2,-81.1
1777812737.7094,2070312,58.3749551,26.5542583,353.1,7.9,271,75.2000000000001,46.77,-76.8,-84.6
1777812737.7233,859375,58.3749551,26.5542583,353.1,8.4,271.5,74.7000000000001,53.34,-73.6,-81.6
1777812737.85133,3125000,58.3749551,26.5542583,353.1,8,271.1,75.1,47.14,-76.1,-84.3
1777812737.93137,4648438,58.3749551,26.5542583,353.1,9.4,272.5,73.7000000000001,56.65,-76.3,-84
1777812737.93499,5000000,58.3749551,26.5542583,353.1,9.5,272.6,73.6,49.34,-74.9,-82.5
1777812738.00707,4609375,58.3749551,26.5542583,353.1,14.7,277.8,68.4,46.2,-79.4,-83.8
1777812738.2092,820312,58.3749672,26.5542544,350.3,9.5,269.8,70.8,52.09,-73.3,-81.9
1777812738.25951,1171875,58.3749672,26.5542544,350.3,8.4,268.7,71.9,46.09,-77.5,-85.2
1777812738.32373,2968750,58.3749672,26.5542544,350.3,9.7,270,70.6,53.45,-73.5,-81.1
1777812738.34976,3750000,58.3749672,26.5542544,350.3,8.2,268.5,72.1,43.44,-79.9,-87.4
1777812738.36147,3828125,58.3749672,26.5542544,350.3,8.8,269.1,71.5,51.36,-74,-82
1777812739.02,3945312,58.3749672,26.5542544,350.3,14.5,274.8,65.8,45.75,-80.4,-84.2
1777812739.08251,2148438,58.3749782,26.5542469,340.3,9.4,259.7,60.9,49.22,-76.4,-83.8
1777812740.16941,1171875,58.3749889,26.5542233,310.6,11.8,232.4,28.8,43.79,-79.5,-85.4
1777812740.28311,4062500,58.3749889,26.5542233,310.6,11.1,231.7,29.5,49.28,-75,-81.1
1777812741.81276,4648438,58.3749952,26.554183,286.8,7.5,204.3,9.30000000000001,47.05,-80.7,-86.4
1777812742.29663,4257812,58.3749965,26.5541427,273.5,13.4,196.9,350.1,42.91,-78.6,-86.8
1777812742.43697,3046875,58.3749965,26.5541427,273.5,7.6,191.1,355.9,46.65,-76.5,-83.1
1777812743.04874,2968750,58.3749969,26.5541164,271.7,13,194.7,348.7,44.44,-79.1,-87.5
1777812743.06136,4218750,58.3749969,26.5541164,271.7,8,189.7,353.7,44.42,-80.6,-87.7
1777812743.16058,4101562,58.3749969,26.5541164,271.7,7.9,189.6,353.8,51.1,-76.6,-83.4
1777812743.47623,2148438,58.3749969,26.5541164,271.7,7.1,188.8,354.6,45.68,-78.3,-85
1777812744.93753,2343750,58.3749984,26.5541036,282.2,12.4,204.6,359.8,44.11,-78.9,-87.9
1777812745.02954,2812500,58.3749984,26.5541036,282.2,9.2,201.4,3,49.28,-77.1,-83.4
1777812745.08171,1406250,58.3750052,26.5541028,356.7,12.1,278.8,74.6,42.72,-79.7,-88.2
